income,loan_amount,credit_utilization,transaction_frequency,mobile_money_activity,payment_history_score,late_payments,open_loans,business_age_months,debt_ratio,probability_of_default,default
762.25,263.93,0.266,40,0.697,0.829,2,1,63,0.559,0.766,1
955.81,400.8,0.858,49,0.734,0.523,3,1,134,0.886,0.991,1
1078.82,211.32,0.358,44,0.441,0.424,0,2,147,0.479,0.831,1
150.0,461.72,0.057,41,0.975,0.813,2,4,79,0.319,0.999,1
1245.55,426.86,0.765,40,0.872,0.723,2,3,170,0.286,0.851,0
1679.45,50.0,0.163,39,0.516,0.889,0,1,103,0.517,0.361,1
975.51,222.46,0.894,48,0.916,0.353,2,1,140,0.08,0.911,1
789.62,730.69,0.093,33,0.457,0.679,0,2,113,0.872,0.957,1
1193.88,533.74,0.411,42,0.536,0.627,1,2,47,0.313,0.809,1
1871.77,557.33,0.648,43,0.686,0.48,4,3,116,0.097,0.894,1
1234.6,643.56,0.136,39,0.658,0.759,4,1,178,0.354,0.813,1
1107.19,338.73,0.822,42,0.46,0.783,1,2,7,0.794,0.946,1
804.71,259.34,0.804,38,0.55,0.358,0,2,74,0.861,0.983,1
465.25,611.23,0.821,32,0.816,0.731,1,3,135,0.175,0.974,1
1011.7,678.56,0.314,30,0.602,0.32,1,1,176,0.724,0.98,1
1020.79,708.62,0.123,48,0.779,0.33,1,3,28,0.394,0.933,1
150.0,240.32,0.778,35,0.436,0.577,1,2,154,0.326,0.994,1
636.61,564.25,0.843,40,0.537,0.978,3,4,29,0.35,0.944,1
1579.43,371.27,0.344,45,0.574,0.729,0,4,67,0.334,0.571,0
870.97,576.68,0.57,36,0.216,0.758,0,3,5,0.113,0.764,1
150.0,377.09,0.741,29,0.408,0.491,1,4,51,0.659,1.0,1
1800.59,393.44,0.731,47,0.883,0.542,1,0,140,0.38,0.878,1
554.25,599.65,0.199,52,0.806,0.913,1,1,168,0.457,0.882,1
764.87,317.75,0.444,40,0.851,0.776,1,2,65,0.704,0.886,1
1531.13,306.73,0.064,37,0.95,0.899,2,2,105,0.067,0.237,0
628.96,665.43,0.59,34,0.83,0.571,1,4,110,0.399,0.975,1
150.0,502.78,0.194,44,0.47,0.612,1,1,77,0.739,1.0,1
1108.78,153.56,0.885,43,0.436,0.69,0,6,77,0.114,0.655,0
1398.42,690.45,0.304,41,0.239,0.881,2,2,91,0.5,0.783,1
765.44,764.47,0.472,30,0.894,0.692,0,3,113,0.462,0.945,1
938.58,474.32,0.28,48,0.862,0.677,1,0,7,0.689,0.908,1
410.1,319.95,0.512,31,0.286,0.713,0,3,17,0.48,0.919,1
502.27,803.2,0.349,38,0.755,0.982,2,0,167,0.864,0.991,1
839.16,786.62,0.604,48,0.927,0.501,2,1,120,0.356,0.977,1
1324.31,178.71,0.847,38,0.793,0.806,2,1,144,0.346,0.788,1
1048.89,333.99,0.78,33,0.18,0.538,1,2,89,0.76,0.968,1
1510.02,386.52,0.363,49,0.844,0.498,1,5,157,0.455,0.843,1
1826.81,810.12,0.193,47,0.532,0.854,1,3,63,0.39,0.617,1
1443.29,622.94,0.573,40,0.914,0.635,0,2,168,0.212,0.763,1
205.02,319.47,0.099,41,0.198,0.59,2,3,179,0.452,0.985,1
858.11,398.83,0.589,34,0.287,0.388,1,0,179,0.112,0.884,1
1438.5,372.8,0.467,51,0.949,0.998,1,1,85,0.211,0.406,0
940.23,209.42,0.379,31,0.459,0.553,1,3,73,0.633,0.878,0
190.33,529.88,0.197,32,0.271,0.309,3,2,48,0.417,1.0,1
724.01,513.34,0.73,27,0.777,0.704,2,1,9,0.812,0.985,1
150.0,548.02,0.92,40,0.712,0.446,0,3,144,0.522,1.0,1
861.25,455.77,0.198,42,0.81,0.867,3,0,86,0.768,0.899,1
657.54,128.54,0.387,35,0.607,0.857,3,2,130,0.682,0.826,1
819.68,241.29,0.254,41,0.191,0.986,1,3,11,0.31,0.415,0
1590.74,415.87,0.948,41,0.926,0.552,2,0,96,0.07,0.865,1
334.3,624.92,0.923,42,0.43,0.838,1,0,4,0.443,0.997,1
640.89,470.37,0.208,53,0.823,0.584,2,3,97,0.256,0.873,1
429.12,92.38,0.287,46,0.329,0.566,0,2,59,0.37,0.679,1
1535.67,50.0,0.161,30,0.41,0.671,2,4,35,0.456,0.612,1
1565.62,390.56,0.616,44,0.821,0.912,0,0,67,0.817,0.836,1
1180.04,502.41,0.42,39,0.533,0.45,2,3,104,0.679,0.962,1
1154.14,597.98,0.887,40,0.812,0.841,0,3,106,0.22,0.797,1
399.83,838.19,0.346,27,0.884,0.53,1,2,125,0.47,0.998,1
1099.59,680.93,0.477,31,0.332,0.405,2,3,75,0.314,0.95,1
439.04,554.15,0.738,45,0.173,0.447,2,1,64,0.738,0.998,1
1020.6,265.52,0.301,41,0.915,0.898,0,2,53,0.696,0.676,1
828.33,760.86,0.121,54,0.928,0.816,2,3,88,0.071,0.718,1
702.92,129.25,0.507,28,0.374,0.714,1,4,111,0.731,0.869,0
1014.15,673.75,0.527,33,0.239,0.376,0,2,39,0.523,0.966,1
1338.63,871.17,0.707,45,0.458,0.348,1,7,50,0.536,0.983,1
1887.73,749.96,0.568,39,0.273,0.939,2,3,106,0.696,0.874,0
1275.49,302.72,0.74,41,0.322,0.816,0,3,53,0.662,0.849,1
2138.99,50.0,0.864,41,0.29,0.378,2,0,164,0.508,0.948,1
1100.46,212.82,0.708,36,0.302,0.564,2,3,49,0.086,0.774,1
1891.94,411.49,0.778,47,0.325,0.742,1,0,174,0.615,0.89,1
1217.79,330.28,0.222,42,0.742,0.923,3,1,3,0.112,0.448,1
1119.89,460.26,0.211,33,0.803,0.498,1,4,106,0.674,0.915,1
915.89,50.0,0.401,45,0.949,0.881,4,1,120,0.604,0.767,0
1149.55,598.43,0.163,51,0.957,0.837,1,2,113,0.42,0.676,1
1215.79,244.29,0.526,48,0.769,0.795,1,3,148,0.684,0.827,0
291.27,399.79,0.588,32,0.744,0.396,1,1,162,0.151,0.987,1
1350.03,280.57,0.319,40,0.153,0.949,3,2,166,0.608,0.72,1
258.0,587.32,0.946,46,0.199,0.449,0,0,87,0.685,1.0,1
1350.59,258.41,0.755,42,0.62,0.966,3,4,22,0.855,0.92,1
1299.48,50.0,0.737,49,0.583,0.628,1,4,11,0.348,0.778,1
1710.62,540.05,0.629,41,0.495,0.994,0,1,119,0.722,0.783,1
568.95,50.0,0.256,38,0.371,0.582,2,2,121,0.603,0.811,1
506.45,356.36,0.231,36,0.118,0.352,1,2,174,0.836,0.983,1
1553.63,672.44,0.196,47,0.244,0.54,1,1,47,0.567,0.877,1
462.58,543.78,0.755,39,0.987,0.396,1,1,179,0.875,0.998,1
413.38,407.05,0.372,43,0.839,0.564,1,2,130,0.14,0.914,1
1104.31,417.13,0.242,39,0.547,0.619,0,1,175,0.221,0.611,0
976.65,137.48,0.863,36,0.286,0.864,1,1,149,0.754,0.889,1
1077.68,502.36,0.789,44,0.356,0.963,1,2,175,0.103,0.638,1
1268.86,523.32,0.073,28,0.237,0.408,3,2,101,0.74,0.955,1
1271.66,452.88,0.304,40,0.915,0.936,1,2,50,0.067,0.338,0
961.06,402.48,0.431,49,0.98,0.509,1,4,58,0.726,0.95,1
1024.08,364.31,0.243,37,0.386,0.314,0,2,109,0.293,0.83,0
966.51,597.66,0.469,32,0.163,0.888,0,3,99,0.334,0.721,1
1017.64,246.58,0.54,44,0.168,0.563,1,5,45,0.569,0.893,1
306.28,64.39,0.518,34,0.989,0.537,0,2,79,0.398,0.798,1
1378.19,626.2,0.492,51,0.583,0.781,2,0,111,0.683,0.916,1
1524.52,69.99,0.815,34,0.657,0.889,2,2,74,0.511,0.775,1
1318.71,214.62,0.056,37,0.195,0.81,4,3,172,0.831,0.835,0
1280.25,506.12,0.085,54,0.761,0.688,3,4,62,0.734,0.893,1
504.7,483.03,0.836,40,0.367,0.903,0,4,66,0.124,0.865,1
292.37,359.39,0.752,28,0.238,0.522,2,2,45,0.41,0.992,1
1415.45,751.91,0.714,41,0.792,0.427,2,0,47,0.747,0.987,1
1014.28,643.81,0.294,40,0.865,0.714,1,1,29,0.46,0.858,1
1084.77,373.41,0.136,51,0.609,0.684,1,0,4,0.799,0.877,1
1107.25,259.58,0.277,32,0.564,0.897,4,3,164,0.334,0.639,1
1128.53,466.48,0.879,46,0.202,0.683,3,0,35,0.593,0.967,1
1323.27,447.16,0.336,37,0.27,0.811,0,3,93,0.47,0.653,0
952.29,696.9,0.578,36,0.785,0.499,3,1,40,0.292,0.964,1
150.0,350.53,0.539,35,0.441,0.55,2,3,67,0.749,1.0,1
1344.2,656.46,0.089,43,0.632,0.395,1,1,83,0.272,0.82,1
1288.77,66.94,0.757,35,0.708,0.851,1,1,72,0.356,0.643,0
352.68,487.95,0.376,33,0.483,0.556,1,1,139,0.528,0.988,1
416.98,222.83,0.092,52,0.889,0.766,4,3,74,0.68,0.909,1
1441.5,401.54,0.24,30,0.141,0.702,0,5,141,0.748,0.807,1
1559.54,345.11,0.442,31,0.934,0.842,2,3,174,0.149,0.512,1
150.0,122.48,0.812,55,0.344,0.509,1,3,23,0.609,0.987,1
1220.42,216.23,0.37,35,0.497,0.861,1,2,167,0.606,0.684,0
889.68,284.24,0.608,33,0.123,0.754,2,1,16,0.165,0.727,1
1037.08,836.28,0.519,35,0.738,0.358,2,4,51,0.697,0.991,1
1065.64,266.6,0.369,49,0.41,0.878,3,1,156,0.41,0.694,1
618.93,50.0,0.15,42,0.844,0.849,2,1,57,0.419,0.466,0
1326.34,214.85,0.836,43,0.801,0.988,2,1,103,0.438,0.737,1
655.93,50.0,0.864,46,0.977,0.451,0,2,97,0.838,0.962,1
1373.51,138.94,0.218,33,0.64,0.536,2,1,13,0.155,0.589,1
1484.51,50.0,0.118,37,0.671,0.871,3,1,142,0.698,0.653,1
563.92,244.63,0.936,37,0.683,0.727,1,2,44,0.636,0.955,1
576.14,493.31,0.506,42,0.849,0.782,2,1,179,0.304,0.91,1
1056.83,296.75,0.297,44,0.77,0.969,0,1,128,0.277,0.347,1
1751.83,310.03,0.132,39,0.801,0.685,2,1,113,0.639,0.767,1
703.65,1038.2,0.613,38,0.978,0.573,0,5,167,0.078,0.973,1
798.4,249.38,0.649,39,0.602,0.796,2,1,138,0.766,0.928,1
1160.54,454.62,0.828,33,0.63,0.429,0,1,169,0.091,0.871,1
1328.39,426.44,0.185,42,0.267,0.949,0,3,116,0.764,0.661,1
1263.48,463.5,0.93,38,0.224,0.319,2,3,81,0.324,0.972,0
1016.15,247.91,0.769,37,0.815,0.935,1,5,71,0.755,0.872,1
847.24,591.6,0.896,36,0.922,0.526,0,0,165,0.678,0.984,1
1165.91,696.93,0.181,46,0.893,0.772,0,1,59,0.273,0.627,1
150.0,416.6,0.801,41,0.551,0.412,1,3,79,0.398,1.0,1
1934.63,691.44,0.652,48,0.685,0.784,0,1,93,0.491,0.81,1
907.1,535.04,0.244,33,0.324,0.952,1,1,156,0.848,0.87,1
1091.15,441.88,0.793,46,0.257,0.502,2,4,75,0.139,0.905,1
2049.69,141.11,0.721,41,0.948,0.761,3,1,143,0.735,0.915,1
629.34,369.18,0.617,46,0.249,0.681,3,1,81,0.794,0.979,1
2166.06,648.83,0.938,41,0.249,0.334,1,0,40,0.173,0.936,1
1369.83,303.18,0.599,46,0.783,0.432,2,5,29,0.746,0.966,1
1223.27,419.67,0.594,43,0.894,0.467,1,1,149,0.652,0.953,1
1321.95,131.07,0.608,49,0.6,0.714,1,4,172,0.744,0.871,1
579.26,492.88,0.54,45,0.983,0.479,2,1,135,0.069,0.936,0
175.52,515.91,0.91,36,0.711,0.445,2,4,34,0.112,1.0,1
409.77,985.94,0.859,42,0.954,0.88,2,3,42,0.208,0.998,1
1543.71,458.23,0.695,35,0.172,0.92,2,3,150,0.874,0.925,1
532.21,475.48,0.796,33,0.429,0.346,1,3,32,0.849,0.997,1
172.95,361.61,0.411,48,0.618,0.343,0,2,41,0.327,0.998,1
960.34,378.39,0.924,49,0.214,0.953,3,6,42,0.212,0.817,1
1287.35,324.65,0.664,39,0.302,0.584,1,0,97,0.788,0.95,1
1019.33,739.87,0.905,28,0.663,0.921,0,4,45,0.199,0.833,1
1303.19,271.08,0.492,41,0.788,0.753,1,3,38,0.775,0.873,1
1577.51,687.18,0.059,56,0.286,0.625,1,2,150,0.146,0.558,0
1285.64,378.27,0.221,34,0.627,0.347,2,3,161,0.845,0.965,1
922.97,190.78,0.684,40,0.229,0.502,6,0,179,0.668,0.982,1
727.84,259.99,0.513,33,0.288,0.908,4,3,178,0.76,0.924,1
1385.4,227.29,0.772,41,0.647,0.652,1,6,93,0.412,0.842,0
1137.66,266.39,0.329,47,0.487,0.573,0,1,159,0.088,0.514,1
569.62,98.11,0.888,42,0.967,0.528,2,4,129,0.597,0.956,1
1651.09,213.29,0.121,43,0.713,0.823,1,6,168,0.397,0.424,0
1131.08,50.0,0.833,41,0.494,0.92,0,5,95,0.814,0.822,1
1326.46,426.46,0.615,34,0.993,0.859,2,0,114,0.544,0.843,1
803.99,260.0,0.804,31,0.802,0.302,1,3,33,0.465,0.968,1
1565.36,344.68,0.663,35,0.112,0.321,3,1,155,0.793,0.985,1
207.32,194.1,0.823,31,0.256,0.79,2,0,106,0.851,0.991,1
1837.75,739.7,0.486,38,0.172,0.958,4,1,43,0.242,0.721,1
150.0,50.0,0.549,39,0.252,0.31,1,2,126,0.335,0.925,1
311.69,633.78,0.062,44,0.239,0.379,2,1,168,0.267,0.996,1
1125.92,50.0,0.745,45,0.22,0.404,1,2,143,0.207,0.825,0
734.62,214.24,0.151,31,0.147,0.88,1,1,51,0.725,0.71,1
835.83,491.31,0.601,32,0.58,0.978,2,0,133,0.422,0.829,1
734.45,887.48,0.451,52,0.696,0.818,1,0,105,0.078,0.887,0
608.46,594.74,0.923,43,0.55,0.725,0,0,98,0.105,0.93,1
1158.49,50.0,0.356,35,0.615,0.698,5,2,131,0.569,0.859,1
975.72,486.93,0.701,45,0.556,0.791,1,0,7,0.724,0.945,1
1442.42,197.95,0.755,40,0.619,0.646,2,0,110,0.644,0.923,1
1040.09,999.48,0.933,43,0.77,0.71,0,0,56,0.416,0.971,1
791.59,477.64,0.199,28,0.86,0.609,2,0,8,0.294,0.848,1
1387.23,638.25,0.754,42,0.416,0.757,0,1,14,0.136,0.74,1
150.0,181.97,0.378,48,0.416,0.352,2,1,174,0.808,0.997,1
150.0,166.62,0.404,33,0.475,0.823,1,2,139,0.188,0.884,0
206.09,387.59,0.536,29,0.775,0.335,1,3,50,0.178,0.997,1
828.24,212.13,0.401,40,0.375,0.889,3,2,24,0.453,0.734,1
1195.73,482.23,0.528,61,0.513,0.996,3,3,56,0.767,0.894,1
150.0,288.13,0.49,46,0.875,0.925,2,6,122,0.366,0.99,1
994.19,393.22,0.145,33,0.702,0.483,2,2,95,0.659,0.92,1
822.71,642.06,0.071,39,0.268,0.783,4,1,145,0.477,0.903,1
1068.48,407.85,0.116,32,0.808,0.434,2,0,102,0.249,0.797,1
150.0,333.03,0.673,35,0.804,0.354,1,3,127,0.747,1.0,1
2307.63,222.74,0.687,53,0.272,0.877,0,1,112,0.762,0.795,1
1016.25,268.43,0.35,44,0.767,0.636,0,1,168,0.688,0.839,0
391.41,576.77,0.215,47,0.177,0.772,0,3,121,0.556,0.97,1
1064.72,365.42,0.67,45,0.268,0.859,1,1,59,0.367,0.752,1
1747.42,160.4,0.201,37,0.933,0.878,1,1,90,0.443,0.431,1
356.68,300.36,0.767,37,0.335,0.76,2,2,139,0.268,0.942,1
252.6,607.51,0.52,42,0.93,0.387,2,4,62,0.371,0.999,1
940.98,320.05,0.082,46,0.233,0.338,2,3,101,0.122,0.758,0
983.65,50.0,0.368,30,0.317,0.521,1,0,51,0.176,0.59,1
1354.7,626.25,0.88,40,0.75,0.638,2,2,108,0.343,0.937,1
1737.65,338.68,0.625,34,0.351,0.835,0,2,119,0.234,0.533,1
1390.0,598.57,0.828,46,0.456,0.377,3,2,12,0.867,0.994,1
306.16,297.81,0.723,40,0.448,0.943,1,2,59,0.072,0.837,1
464.48,519.82,0.678,34,0.875,0.735,0,1,85,0.636,0.98,1
600.85,543.07,0.103,39,0.729,0.573,0,0,65,0.774,0.959,1
1388.84,215.61,0.53,39,0.978,0.328,0,3,32,0.408,0.878,0
1303.35,66.95,0.392,43,0.673,0.869,2,0,69,0.765,0.765,0
1630.77,113.75,0.534,49,0.406,0.794,0,2,27,0.615,0.703,1
1279.06,450.83,0.361,38,0.788,0.682,0,2,161,0.246,0.622,1
686.26,361.98,0.926,46,0.146,0.332,1,0,139,0.686,0.99,1
901.6,395.05,0.891,43,0.881,0.572,0,3,138,0.277,0.901,1
269.29,506.74,0.841,38,0.805,0.722,2,0,43,0.633,0.999,1
1314.07,318.99,0.244,33,0.776,0.744,2,0,115,0.229,0.56,1
686.97,286.66,0.679,43,0.62,0.453,1,5,61,0.282,0.915,1
1612.15,193.86,0.816,41,0.795,0.503,0,1,50,0.447,0.881,1
1300.15,493.52,0.6,41,0.303,0.923,2,1,107,0.561,0.837,1
1969.0,824.91,0.757,46,0.486,0.322,2,2,59,0.416,0.972,1
1209.9,274.35,0.534,36,0.729,0.889,2,2,27,0.533,0.766,0
1200.54,511.72,0.486,45,0.388,0.935,0,3,67,0.843,0.857,1
908.74,730.04,0.661,37,0.233,0.764,2,2,110,0.208,0.908,1
807.71,230.96,0.309,35,0.427,0.961,1,0,137,0.643,0.668,1
870.67,838.75,0.854,52,0.436,0.731,2,1,74,0.601,0.986,1
1499.57,167.17,0.339,41,0.408,0.852,3,2,148,0.096,0.409,1
325.69,538.63,0.103,36,0.331,0.409,2,2,136,0.622,0.996,1
1031.66,122.3,0.684,43,0.194,0.397,2,2,152,0.352,0.907,1
166.83,531.4,0.874,44,0.24,0.73,0,3,171,0.512,1.0,1
1186.49,235.94,0.387,38,0.181,0.388,0,2,169,0.329,0.795,1
770.74,50.0,0.264,42,0.617,0.903,0,6,159,0.828,0.63,1
1251.81,748.72,0.469,47,0.949,0.724,0,4,53,0.243,0.763,1
628.75,451.72,0.822,41,0.735,0.777,3,0,129,0.686,0.981,1
871.51,265.42,0.599,28,0.355,0.516,1,1,17,0.477,0.911,1
1316.18,341.52,0.537,40,0.44,0.795,0,5,115,0.809,0.863,1
1062.94,352.08,0.908,37,0.969,0.44,1,1,6,0.654,0.978,1
1771.4,310.74,0.492,41,0.114,0.939,0,3,143,0.359,0.458,0
759.23,302.63,0.241,41,0.259,0.503,1,4,23,0.405,0.839,0
716.01,365.19,0.316,45,0.686,0.782,2,2,174,0.341,0.771,0
1618.4,897.17,0.487,36,0.499,0.948,1,0,92,0.445,0.766,1
816.41,50.0,0.42,43,0.46,0.97,2,5,57,0.856,0.767,1
793.39,50.0,0.431,41,0.657,0.865,1,5,98,0.288,0.43,0
1191.55,512.22,0.38,46,0.755,0.543,2,2,13,0.523,0.922,1
918.07,50.0,0.905,29,0.336,0.689,0,1,48,0.85,0.928,1
844.23,274.91,0.052,36,0.426,0.349,1,2,90,0.68,0.912,1
653.5,203.84,0.592,46,0.592,0.888,1,2,166,0.384,0.696,1
1681.16,390.29,0.733,38,0.198,0.982,0,0,120,0.213,0.476,0
924.68,243.4,0.551,34,0.686,0.596,1,1,147,0.693,0.919,1
718.93,362.96,0.827,43,0.552,0.521,2,3,108,0.515,0.972,1
851.56,205.08,0.914,44,0.263,0.766,3,3,50,0.372,0.895,1
1177.46,85.61,0.19,45,0.888,0.445,2,4,174,0.121,0.591,1
1730.64,333.48,0.372,45,0.895,0.637,2,2,158,0.5,0.813,1
915.44,527.73,0.395,42,0.747,0.557,0,1,174,0.38,0.867,1
568.6,557.51,0.867,35,0.732,0.592,0,1,121,0.123,0.951,1
1959.43,445.08,0.698,44,0.528,0.318,5,3,76,0.129,0.948,1
1067.78,718.79,0.806,43,0.295,0.424,3,2,7,0.476,0.988,1
947.04,421.44,0.856,43,0.518,0.529,2,4,34,0.205,0.93,1
1035.92,605.67,0.061,43,0.105,0.443,4,1,47,0.283,0.908,1
377.27,333.99,0.332,45,0.799,0.594,4,2,22,0.804,0.99,1
977.3,514.29,0.215,44,0.394,0.461,0,2,50,0.318,0.824,1
1379.8,889.81,0.94,35,0.667,0.337,2,2,41,0.651,0.994,1
1610.06,444.45,0.372,39,0.728,0.882,1,0,132,0.562,0.694,1
820.89,699.31,0.56,36,0.323,0.865,2,2,75,0.404,0.92,0
1093.98,402.51,0.134,45,0.353,0.991,3,1,68,0.635,0.713,1
1618.99,86.47,0.549,39,0.588,0.946,0,2,5,0.575,0.59,1
1018.76,439.53,0.74,34,0.468,0.887,5,2,36,0.348,0.909,1
1359.74,533.58,0.654,44,0.767,0.632,0,0,128,0.252,0.795,0
1212.16,612.32,0.555,46,0.531,0.899,4,2,139,0.528,0.909,1
667.86,229.67,0.239,44,0.193,0.463,2,5,177,0.279,0.819,0
541.93,1341.55,0.662,46,0.792,0.444,0,1,80,0.876,1.0,1
1529.66,669.94,0.114,35,0.176,0.941,3,3,36,0.391,0.629,1
150.0,714.14,0.163,38,0.236,0.827,2,1,105,0.386,1.0,1
665.69,619.9,0.315,44,0.582,0.325,0,2,54,0.626,0.982,1
302.35,189.85,0.273,31,0.511,0.605,2,4,107,0.842,0.967,1
1530.4,295.37,0.295,38,0.109,0.76,1,2,32,0.517,0.679,0
1682.39,540.68,0.392,41,0.639,0.472,4,2,52,0.87,0.98,1
637.83,50.0,0.11,46,0.198,0.654,0,0,74,0.12,0.284,1
2382.45,281.34,0.442,40,0.471,0.626,1,2,84,0.754,0.875,1
1688.61,273.93,0.627,52,0.51,0.968,2,1,71,0.385,0.629,1
1098.58,551.55,0.606,41,0.594,0.379,0,1,134,0.343,0.93,1
1749.99,151.67,0.108,36,0.155,0.546,0,1,45,0.877,0.828,1
679.14,902.65,0.373,39,0.236,0.75,1,2,139,0.664,0.983,1
861.7,1206.33,0.467,48,0.106,0.323,1,2,146,0.571,0.996,1
1231.61,508.3,0.154,37,0.496,0.399,1,3,116,0.785,0.947,1
653.97,711.0,0.614,48,0.578,0.352,3,0,110,0.588,0.996,1
357.84,524.09,0.712,43,0.88,0.874,0,1,28,0.866,0.993,1
531.0,264.88,0.057,42,0.593,0.316,2,0,31,0.83,0.972,1
901.66,165.58,0.799,36,0.363,0.314,1,1,167,0.639,0.97,1
1234.66,485.69,0.597,38,0.465,0.945,1,3,51,0.858,0.899,1
831.05,231.32,0.055,41,0.6,0.89,0,0,77,0.645,0.541,1
180.08,653.35,0.646,48,0.865,0.366,0,2,81,0.379,1.0,1
1235.16,239.21,0.785,42,0.566,0.4,1,1,67,0.795,0.975,1
1636.69,455.13,0.839,34,0.595,0.608,3,0,166,0.878,0.982,1
670.03,185.67,0.498,50,0.871,0.446,3,2,98,0.652,0.961,1
1831.4,168.63,0.37,28,0.378,0.928,1,4,72,0.854,0.743,1
1434.44,761.05,0.359,35,0.335,0.574,3,3,152,0.243,0.879,1
472.92,284.67,0.115,38,0.511,0.43,1,3,117,0.23,0.833,1
676.05,298.53,0.28,36,0.147,0.333,0,1,44,0.881,0.97,1
843.51,238.36,0.233,39,0.972,0.319,3,1,128,0.689,0.961,1
907.36,274.38,0.619,42,0.14,0.874,1,4,163,0.309,0.668,1
150.0,373.21,0.202,51,0.759,0.992,3,3,20,0.614,0.998,1
623.42,50.0,0.679,31,0.306,0.949,2,2,143,0.862,0.863,1
723.18,603.28,0.637,45,0.334,0.934,2,3,128,0.849,0.973,1
1945.28,498.62,0.479,40,0.234,0.833,0,6,165,0.553,0.707,1
1113.46,619.27,0.064,36,0.723,0.42,3,0,118,0.619,0.953,0
600.99,723.77,0.388,44,0.642,0.603,3,3,35,0.304,0.977,1
780.73,436.49,0.156,39,0.191,0.323,0,0,88,0.822,0.966,1
1212.54,425.94,0.773,44,0.798,0.452,0,0,15,0.367,0.92,1
811.02,549.22,0.819,53,0.96,0.543,0,3,90,0.329,0.946,1
707.33,70.94,0.089,39,0.813,0.414,2,6,51,0.459,0.785,1
723.4,310.46,0.48,33,0.444,0.52,0,2,139,0.437,0.879,1
1239.87,644.73,0.721,36,0.599,0.444,3,1,114,0.293,0.962,1
309.14,615.93,0.329,34,0.224,0.373,2,1,6,0.265,0.998,1
456.55,949.76,0.535,43,0.21,0.311,3,0,4,0.807,1.0,1
536.18,380.91,0.794,26,0.766,0.423,2,4,172,0.658,0.991,1
447.95,704.17,0.424,34,0.758,0.529,3,3,33,0.327,0.993,1
588.18,385.25,0.178,39,0.757,0.553,4,1,55,0.557,0.957,0
1448.43,124.88,0.88,40,0.521,0.664,3,0,36,0.864,0.968,1
1518.18,444.19,0.404,38,0.482,0.772,3,0,38,0.414,0.795,1
1135.85,345.18,0.368,39,0.777,0.871,0,4,112,0.651,0.716,1
1107.41,294.71,0.6,41,0.67,0.966,2,1,155,0.277,0.605,1
665.01,131.41,0.796,43,0.655,0.955,1,4,55,0.387,0.683,1
150.0,335.34,0.921,46,0.662,0.526,1,2,18,0.268,0.999,1
1071.93,190.16,0.623,38,0.538,0.602,3,1,29,0.232,0.826,0
1148.87,896.1,0.36,31,0.673,0.663,2,3,137,0.859,0.978,1
663.16,626.77,0.445,41,0.546,0.857,1,2,72,0.401,0.901,1
461.96,107.88,0.665,41,0.662,0.507,4,5,140,0.651,0.97,1
363.29,250.78,0.921,33,0.148,0.903,3,0,42,0.843,0.984,1
1083.82,301.26,0.935,31,0.518,0.588,0,4,30,0.862,0.971,1
1040.95,347.92,0.653,39,0.476,0.856,6,2,40,0.258,0.878,1
1597.28,190.59,0.376,42,0.9,0.447,5,1,57,0.677,0.958,1
597.28,372.34,0.442,34,0.597,0.732,2,3,107,0.617,0.935,1
856.03,653.77,0.894,40,0.497,0.933,0,1,76,0.387,0.896,1
1008.6,307.77,0.706,42,0.881,0.704,2,2,22,0.463,0.893,1
725.07,102.01,0.355,32,0.407,0.972,1,3,104,0.577,0.556,0
1419.51,50.0,0.514,46,0.673,0.471,2,1,82,0.816,0.943,1
1619.07,50.0,0.487,45,0.796,0.872,3,2,83,0.837,0.852,1
447.22,471.15,0.809,49,0.686,0.697,1,0,175,0.517,0.982,1
770.96,431.64,0.063,42,0.874,0.567,3,3,116,0.283,0.831,0
1662.28,349.46,0.712,35,0.747,0.979,1,1,114,0.467,0.684,1
1161.58,254.51,0.211,31,0.364,0.467,0,2,26,0.513,0.793,1
1058.61,293.82,0.332,47,0.744,0.905,1,1,84,0.886,0.829,1
1170.62,464.8,0.65,38,0.456,0.931,0,2,135,0.774,0.866,0
1327.94,251.69,0.78,42,0.814,0.965,3,3,122,0.892,0.929,1
1194.58,412.23,0.709,48,0.36,0.989,2,3,8,0.13,0.607,0
1106.8,336.8,0.302,30,0.412,0.732,0,5,131,0.285,0.555,1
1004.79,424.61,0.517,30,0.937,0.399,1,2,27,0.515,0.948,1
1674.11,50.0,0.333,44,0.965,0.994,0,3,62,0.586,0.408,0
866.86,602.43,0.466,37,0.79,0.759,2,3,98,0.378,0.895,1
1000.62,469.51,0.602,33,0.919,0.523,4,3,128,0.175,0.927,1
1776.0,281.37,0.103,38,0.469,0.966,1,1,148,0.521,0.406,0
1162.86,320.96,0.912,45,0.512,0.731,0,3,28,0.614,0.91,1
966.71,531.79,0.543,50,0.144,0.43,0,1,134,0.208,0.884,1
1315.37,367.73,0.448,49,0.439,0.67,1,6,71,0.218,0.668,1
1113.64,551.32,0.48,41,0.54,0.308,1,3,148,0.182,0.912,1
630.44,428.3,0.801,36,0.408,0.37,3,2,69,0.349,0.985,1
1122.55,632.61,0.156,52,0.59,0.71,1,3,47,0.072,0.566,1
595.62,158.57,0.865,40,0.309,0.429,3,0,141,0.611,0.979,1
1913.39,431.64,0.259,40,0.355,0.546,1,2,4,0.867,0.928,0
